Country,Country (totalpopulation),Country Code,Country Name,Country1,Region,Year,Year (Gdptotal),Year (totalpopulation),Year1,CO2 (kt),CO2 Per Capita (metric tons),current GDP,Energy use (kg of oil equivalent per capita),Population Total
Aruba,Aruba,ABW,Aruba,Aruba,Latin America & Caribbean,1/1/2000,1/1/2000,1/1/2000,1/1/2000,2321.211,25.547678795,1873452514,,90853
Aruba,Aruba,ABW,Aruba,Aruba,Latin America & Caribbean,1/1/2001,1/1/2001,1/1/2001,1/1/2001,2357.881,25.382489719,1920111732,,92898
Aruba,Aruba,ABW,Aruba,Aruba,Latin America & Caribbean,1/1/2002,1/1/2002,1/1/2002,1/1/2002,2372.549,24.975514501,1941340782,,94992
Aruba,Aruba,ABW,Aruba,Aruba,Latin America & Caribbean,1/1/2003,1/1/2003,1/1/2003,1/1/2003,2416.553,24.909065608,2021229050,,97017
Aruba,Aruba,ABW,Aruba,Aruba,Latin America & Caribbean,1/1/2004,1/1/2004,1/1/2004,1/1/2004,2420.22,24.510542626,2228491620,,98737
Aruba,Aruba,ABW,Aruba,Aruba,Latin America & Caribbean,1/1/2005,1/1/2005,1/1/2005,1/1/2005,2497.227,24.964530995,2330726257,,100031
Aruba,Aruba,ABW,Aruba,Aruba,Latin America & Caribbean,1/1/2006,1/1/2006,1/1/2006,1/1/2006,2497.227,24.766706337,2424581006,,100834
Aruba,Aruba,ABW,Aruba,Aruba,Latin America & Caribbean,1/1/2007,1/1/2007,1/1/2007,1/1/2007,2592.569,25.613714952,2615083799,,101222
Aruba,Aruba,ABW,Aruba,Aruba,Latin America & Caribbean,1/1/2008,1/1/2008,1/1/2008,1/1/2008,2508.228,24.750133212,2745251397,,101358
Aruba,Aruba,ABW,Aruba,Aruba,Latin America & Caribbean,1/1/2009,1/1/2009,1/1/2009,1/1/2009,2522.896,24.876705845,2498882682,,101455
Aruba,Aruba,ABW,Aruba,Aruba,Latin America & Caribbean,1/1/2010,1/1/2010,1/1/2010,1/1/2010,2456.89,24.182702245,2390502793,,101669
Aruba,Aruba,ABW,Aruba,Aruba,Latin America & Caribbean,1/1/2011,1/1/2011,1/1/2011,1/1/2011,2438.555,23.922412102,2549720670,,102046
Andorra,Andorra,AND,Andorra,Andorra,Europe & Central Asia,1/1/2000,1/1/2000,1/1/2000,1/1/2000,524.381,8.018180706,1429049198,,65390
Andorra,Andorra,AND,Andorra,Andorra,Europe & Central Asia,1/1/2001,1/1/2001,1/1/2001,1/1/2001,524.381,7.73765678,1546926174,,67341
Andorra,Andorra,AND,Andorra,Andorra,Europe & Central Asia,1/1/2002,1/1/2002,1/1/2002,1/1/2002,531.715,7.484094812,1755910032,,70049
Andorra,Andorra,AND,Andorra,Andorra,Europe & Central Asia,1/1/2003,1/1/2003,1/1/2003,1/1/2003,535.382,7.159140446,2361726862,,73182
Andorra,Andorra,AND,Andorra,Andorra,Europe & Central Asia,1/1/2004,1/1/2004,1/1/2004,1/1/2004,564.718,7.208828523,2894921778,,76244
Andorra,Andorra,AND,Andorra,Andorra,Europe & Central Asia,1/1/2005,1/1/2005,1/1/2005,1/1/2005,575.719,7.088127747,3159905484,,78867
Andorra,Andorra,AND,Andorra,Andorra,Europe & Central Asia,1/1/2006,1/1/2006,1/1/2006,1/1/2006,546.383,6.553476545,3456442103,,80993
Andorra,Andorra,AND,Andorra,Andorra,Europe & Central Asia,1/1/2007,1/1/2007,1/1/2007,1/1/2007,539.049,6.350868305,3952600602,,82684
Andorra,Andorra,AND,Andorra,Andorra,Europe & Central Asia,1/1/2008,1/1/2008,1/1/2008,1/1/2008,539.049,6.296124556,4085630584,,83862
Andorra,Andorra,AND,Andorra,Andorra,Europe & Central Asia,1/1/2009,1/1/2009,1/1/2009,1/1/2009,517.047,6.049172848,3674409558,,84463
Andorra,Andorra,AND,Andorra,Andorra,Europe & Central Asia,1/1/2010,1/1/2010,1/1/2010,1/1/2010,517.047,6.12477049,3449966857,,84449
Andorra,Andorra,AND,Andorra,Andorra,Europe & Central Asia,1/1/2011,1/1/2011,1/1/2011,1/1/2011,491.378,5.96868547,3629203786,,83747
Afghanistan,Afghanistan,AFG,Afghanistan,Afghanistan,South Asia,1/1/2000,1/1/2000,1/1/2000,1/1/2000,781.071,0.03964437,,,20779953
Afghanistan,Afghanistan,AFG,Afghanistan,Afghanistan,South Asia,1/1/2001,1/1/2001,1/1/2001,1/1/2001,645.392,0.031434756,,,21606988
Afghanistan,Afghanistan,AFG,Afghanistan,Afghanistan,South Asia,1/1/2002,1/1/2002,1/1/2002,1/1/2002,894.748,0.041641211,4055179566,,22600770
Afghanistan,Afghanistan,AFG,Afghanistan,Afghanistan,South Asia,1/1/2003,1/1/2003,1/1/2003,1/1/2003,1037.761,0.046107612,4515558808,,23680871
Afghanistan,Afghanistan,AFG,Afghanistan,Afghanistan,South Asia,1/1/2004,1/1/2004,1/1/2004,1/1/2004,957.087,0.040727366,5226778809,,24726684
Afghanistan,Afghanistan,AFG,Afghanistan,Afghanistan,South Asia,1/1/2005,1/1/2005,1/1/2005,1/1/2005,1338.455,0.05485483,6209137625,,25654277
Afghanistan,Afghanistan,AFG,Afghanistan,Afghanistan,South Asia,1/1/2006,1/1/2006,1/1/2006,1/1/2006,1657.484,0.065815968,6971285595,,26433049
Afghanistan,Afghanistan,AFG,Afghanistan,Afghanistan,South Asia,1/1/2007,1/1/2007,1/1/2007,1/1/2007,2280.874,0.088141054,9747879532,,27100536
Afghanistan,Afghanistan,AFG,Afghanistan,Afghanistan,South Asia,1/1/2008,1/1/2008,1/1/2008,1/1/2008,4217.05,0.158961558,10109225814,,27722276
Afghanistan,Afghanistan,AFG,Afghanistan,Afghanistan,South Asia,1/1/2009,1/1/2009,1/1/2009,1/1/2009,6776.616,0.24907353,12439087077,,28394813
Afghanistan,Afghanistan,AFG,Afghanistan,Afghanistan,South Asia,1/1/2010,1/1/2010,1/1/2010,1/1/2010,8470.77,0.302936388,15856574731,,29185507
Afghanistan,Afghanistan,AFG,Afghanistan,Afghanistan,South Asia,1/1/2011,1/1/2011,1/1/2011,1/1/2011,12251.447,0.425262105,17804292964,,30117413
Angola,Angola,AGO,Angola,Angola,Sub-Saharan Africa,1/1/2000,1/1/2000,1/1/2000,1/1/2000,9541.534,0.633625299,9129594819,438.5500193,16395473
Angola,Angola,AGO,Angola,Angola,Sub-Saharan Africa,1/1/2001,1/1/2001,1/1/2001,1/1/2001,9732.218,0.625351712,8936063723,442.9788396,16945753
Angola,Angola,AGO,Angola,Angola,Sub-Saharan Africa,1/1/2002,1/1/2002,1/1/2002,1/1/2002,12665.818,0.786223278,15285594828,448.2617201,17519417
Angola,Angola,AGO,Angola,Angola,Sub-Saharan Africa,1/1/2003,1/1/2003,1/1/2003,1/1/2003,9064.824,0.543083667,17812705294,467.6440593,18121479
Angola,Angola,AGO,Angola,Angola,Sub-Saharan Africa,1/1/2004,1/1/2004,1/1/2004,1/1/2004,18793.375,1.086604897,23552052408,464.8078475,18758145
Angola,Angola,AGO,Angola,Angola,Sub-Saharan Africa,1/1/2005,1/1/2005,1/1/2005,1/1/2005,19156.408,1.069417185,36970918699,433.5725307,19433602
Angola,Angola,AGO,Angola,Angola,Sub-Saharan Africa,1/1/2006,1/1/2006,1/1/2006,1/1/2006,22266.024,1.200877147,52381006892,458.7941648,20149901
Angola,Angola,AGO,Angola,Angola,Sub-Saharan Africa,1/1/2007,1/1/2007,1/1/2007,1/1/2007,25151.953,1.311096483,65266452081,471.6941772,20905363
Angola,Angola,AGO,Angola,Angola,Sub-Saharan Africa,1/1/2008,1/1/2008,1/1/2008,1/1/2008,27172.47,1.369424769,88538611205,491.9786165,21695634
Angola,Angola,AGO,Angola,Angola,Sub-Saharan Africa,1/1/2009,1/1/2009,1/1/2009,1/1/2009,29361.669,1.430873373,70307163678,515.2171193,22514281
Angola,Angola,AGO,Angola,Angola,Sub-Saharan Africa,1/1/2010,1/1/2010,1/1/2010,1/1/2010,29743.037,1.401654169,83799496611,520.9623584,23356246
Angola,Angola,AGO,Angola,Angola,Sub-Saharan Africa,1/1/2011,1/1/2011,1/1/2011,1/1/2011,29710.034,1.35400753,111790000000,521.7806814,24220661
Albania,Albania,ALB,Albania,Albania,Europe & Central Asia,1/1/2000,1/1/2000,1/1/2000,1/1/2000,3021.608,0.978174681,3480355189,580.4947642,3089027
Albania,Albania,ALB,Albania,Albania,Europe & Central Asia,1/1/2001,1/1/2001,1/1/2001,1/1/2001,3223.293,1.053304176,3922099471,597.2652527,3060173
Albania,Albania,ALB,Albania,Albania,Europe & Central Asia,1/1/2002,1/1/2002,1/1/2002,1/1/2002,3751.341,1.229540709,4348070165,660.0479841,3051010
Albania,Albania,ALB,Albania,Albania,Europe & Central Asia,1/1/2003,1/1/2003,1/1/2003,1/1/2003,4294.057,1.412697196,5611492283,648.1683871,3039616
Albania,Albania,ALB,Albania,Albania,Europe & Central Asia,1/1/2004,1/1/2004,1/1/2004,1/1/2004,4165.712,1.376212735,7184681399,715.4144831,3026939
Albania,Albania,ALB,Albania,Albania,Europe & Central Asia,1/1/2005,1/1/2005,1/1/2005,1/1/2005,4253.72,1.412498211,8052075642,719.5843781,3011487
Albania,Albania,ALB,Albania,Albania,Europe & Central Asia,1/1/2006,1/1/2006,1/1/2006,1/1/2006,3865.018,1.291547969,8896073938,706.8594077,2992547
Albania,Albania,ALB,Albania,Albania,Europe & Central Asia,1/1/2007,1/1/2007,1/1/2007,1/1/2007,4477.407,1.507535815,10677321490,679.8617651,2970017
Albania,Albania,ALB,Albania,Albania,Europe & Central Asia,1/1/2008,1/1/2008,1/1/2008,1/1/2008,4657.09,1.580113283,12881354104,710.7484985,2947314
Albania,Albania,ALB,Albania,Albania,Europe & Central Asia,1/1/2009,1/1/2009,1/1/2009,1/1/2009,4488.408,1.533178094,12044223353,732.3166818,2927519
Albania,Albania,ALB,Albania,Albania,Europe & Central Asia,1/1/2010,1/1/2010,1/1/2010,1/1/2010,4415.068,1.515632053,11926928506,729.1543727,2913021
Albania,Albania,ALB,Albania,Albania,Europe & Central Asia,1/1/2011,1/1/2011,1/1/2011,1/1/2011,4668.091,1.60703771,12890765324,764.9686166,2905195
United Arab Emirates,United Arab Emirates,ARE,United Arab Emirates,United Arab Emirates,Middle East & North Africa,1/1/2000,1/1/2000,1/1/2000,1/1/2000,112562.232,36.904101074,104337000000,10057.93504,3134062
United Arab Emirates,United Arab Emirates,ARE,United Arab Emirates,United Arab Emirates,Middle East & North Africa,1/1/2001,1/1/2001,1/1/2001,1/1/2001,101414.552,31.516099028,103312000000,12172.42399,3302719
United Arab Emirates,United Arab Emirates,ARE,United Arab Emirates,United Arab Emirates,Middle East & North Africa,1/1/2002,1/1/2002,1/1/2002,1/1/2002,84704.033,24.956551446,109816000000,11462.47575,3478777
United Arab Emirates,United Arab Emirates,ARE,United Arab Emirates,United Arab Emirates,Middle East & North Africa,1/1/2003,1/1/2003,1/1/2003,1/1/2003,106841.712,29.4670889,124346000000,10568.8275,3711932
United Arab Emirates,United Arab Emirates,ARE,United Arab Emirates,United Arab Emirates,Middle East & North Africa,1/1/2004,1/1/2004,1/1/2004,1/1/2004,113240.627,28.481436992,147824000000,10286.82068,4068570
United Arab Emirates,United Arab Emirates,ARE,United Arab Emirates,United Arab Emirates,Middle East & North Africa,1/1/2005,1/1/2005,1/1/2005,1/1/2005,116148.558,25.914587227,180617000000,9698.2879,4588225
United Arab Emirates,United Arab Emirates,ARE,United Arab Emirates,United Arab Emirates,Middle East & North Africa,1/1/2006,1/1/2006,1/1/2006,1/1/2006,123874.927,23.954519164,222117000000,8716.289692,5300174
United Arab Emirates,United Arab Emirates,ARE,United Arab Emirates,United Arab Emirates,Middle East & North Africa,1/1/2007,1/1/2007,1/1/2007,1/1/2007,139404.672,23.195066971,257916000000,8127.945004,6168838
United Arab Emirates,United Arab Emirates,ARE,United Arab Emirates,United Arab Emirates,Middle East & North Africa,1/1/2008,1/1/2008,1/1/2008,1/1/2008,158935.114,23.033600468,315475000000,8367.15153,7089487
United Arab Emirates,United Arab Emirates,ARE,United Arab Emirates,United Arab Emirates,Middle East & North Africa,1/1/2009,1/1/2009,1/1/2009,1/1/2009,162602.114,21.102295617,253547000000,7572.354438,7917372
United Arab Emirates,United Arab Emirates,ARE,United Arab Emirates,United Arab Emirates,Middle East & North Africa,1/1/2010,1/1/2010,1/1/2010,1/1/2010,167596.568,20.120957283,289787000000,7215.218899,8549988
United Arab Emirates,United Arab Emirates,ARE,United Arab Emirates,United Arab Emirates,Middle East & North Africa,1/1/2011,1/1/2011,1/1/2011,1/1/2011,178483.891,20.43383762,350666000000,7190.970335,8946777
Argentina,Argentina,ARG,Argentina,Argentina,Latin America & Caribbean,1/1/2000,1/1/2000,1/1/2000,1/1/2000,141076.824,3.806975725,284204000000,1669.526745,36870787
Argentina,Argentina,ARG,Argentina,Argentina,Latin America & Caribbean,1/1/2001,1/1/2001,1/1/2001,1/1/2001,132631.723,3.539532688,268697000000,1570.897164,37275652
Argentina,Argentina,ARG,Argentina,Argentina,Latin America & Caribbean,1/1/2002,1/1/2002,1/1/2002,1/1/2002,123266.205,3.253312671,97724004252,1510.313202,37681749
Argentina,Argentina,ARG,Argentina,Argentina,Latin America & Caribbean,1/1/2003,1/1/2003,1/1/2003,1/1/2003,133126.768,3.47503504,127587000000,1598.789541,38087868
Argentina,Argentina,ARG,Argentina,Argentina,Latin America & Caribbean,1/1/2004,1/1/2004,1/1/2004,1/1/2004,156170.196,4.032407013,164658000000,1728.214003,38491972
Argentina,Argentina,ARG,Argentina,Argentina,Latin America & Caribbean,1/1/2005,1/1/2005,1/1/2005,1/1/2005,160951.964,4.111634824,198737000000,1720.673713,38892931
Argentina,Argentina,ARG,Argentina,Argentina,Latin America & Caribbean,1/1/2006,1/1/2006,1/1/2006,1/1/2006,174237.505,4.404525042,232557000000,1853.041666,39289878
Argentina,Argentina,ARG,Argentina,Argentina,Latin America & Caribbean,1/1/2007,1/1/2007,1/1/2007,1/1/2007,179738.005,4.496833655,287531000000,1858.392218,39684295
Argentina,Argentina,ARG,Argentina,Argentina,Latin America & Caribbean,1/1/2008,1/1/2008,1/1/2008,1/1/2008,191578.748,4.744178401,361558000000,1937.641467,40080160
Argentina,Argentina,ARG,Argentina,Argentina,Latin America & Caribbean,1/1/2009,1/1/2009,1/1/2009,1/1/2009,180654.755,4.427960113,332976000000,1865.337264,40482788
Argentina,Argentina,ARG,Argentina,Argentina,Latin America & Caribbean,1/1/2010,1/1/2010,1/1/2010,1/1/2010,179000.938,4.342272052,423627000000,1928.652357,40788453
Argentina,Argentina,ARG,Argentina,Argentina,Latin America & Caribbean,1/1/2011,1/1/2011,1/1/2011,1/1/2011,190034.941,4.562048512,530163000000,1952.051053,41261490
Armenia,Armenia,ARM,Armenia,Armenia,Europe & Central Asia,1/1/2000,1/1/2000,1/1/2000,1/1/2000,3465.315,1.126529454,1911563665,656.308935,3069591
Armenia,Armenia,ARM,Armenia,Armenia,Europe & Central Asia,1/1/2001,1/1/2001,1/1/2001,1/1/2001,3542.322,1.15760795,2118467913,657.4732183,3050687
Armenia,Armenia,ARM,Armenia,Armenia,Europe & Central Asia,1/1/2002,1/1/2002,1/1/2002,1/1/2002,3043.61,0.998805808,2376335048,618.4547152,3033978
Armenia,Armenia,ARM,Armenia,Armenia,Europe & Central Asia,1/1/2003,1/1/2003,1/1/2003,1/1/2003,3428.645,1.1291735,2807061009,656.481657,3017932
Armenia,Armenia,ARM,Armenia,Armenia,Europe & Central Asia,1/1/2004,1/1/2004,1/1/2004,1/1/2004,3644.998,1.20456698,3576615240,698.0841265,3000720
Armenia,Armenia,ARM,Armenia,Armenia,Europe & Central Asia,1/1/2005,1/1/2005,1/1/2005,1/1/2005,4352.729,1.443730955,4900469950,842.6975224,2981269
Armenia,Armenia,ARM,Armenia,Armenia,Europe & Central Asia,1/1/2006,1/1/2006,1/1/2006,1/1/2006,4382.065,1.459636908,6384451606,864.8831916,2958307
Armenia,Armenia,ARM,Armenia,Armenia,Europe & Central Asia,1/1/2007,1/1/2007,1/1/2007,1/1/2007,5064.127,1.694755259,9206301700,972.7983665,2932618
Armenia,Armenia,ARM,Armenia,Armenia,Europe & Central Asia,1/1/2008,1/1/2008,1/1/2008,1/1/2008,5559.172,1.868611029,11662040714,1033.171827,2907618
Armenia,Armenia,ARM,Armenia,Armenia,Europe & Central Asia,1/1/2009,1/1/2009,1/1/2009,1/1/2009,4360.063,1.469960972,8647936748,903.7004361,2888092
Armenia,Armenia,ARM,Armenia,Armenia,Europe & Central Asia,1/1/2010,1/1/2010,1/1/2010,1/1/2010,4217.05,1.422998378,9260284938,863.0259627,2877319
Armenia,Armenia,ARM,Armenia,Armenia,Europe & Central Asia,1/1/2011,1/1/2011,1/1/2011,1/1/2011,4961.451,1.671656923,10142111334,944.0403708,2876538
American Samoa,American Samoa,ASM,American Samoa,American Samoa,East Asia & Pacific,1/1/2000,1/1/2000,1/1/2000,1/1/2000,,,,,57821
American Samoa,American Samoa,ASM,American Samoa,American Samoa,East Asia & Pacific,1/1/2001,1/1/2001,1/1/2001,1/1/2001,,,,,58494
American Samoa,American Samoa,ASM,American Samoa,American Samoa,East Asia & Pacific,1/1/2002,1/1/2002,1/1/2002,1/1/2002,,,514000000,,59080
American Samoa,American Samoa,ASM,American Samoa,American Samoa,East Asia & Pacific,1/1/2003,1/1/2003,1/1/2003,1/1/2003,,,527000000,,59504
American Samoa,American Samoa,ASM,American Samoa,American Samoa,East Asia & Pacific,1/1/2004,1/1/2004,1/1/2004,1/1/2004,,,512000000,,59681
American Samoa,American Samoa,ASM,American Samoa,American Samoa,East Asia & Pacific,1/1/2005,1/1/2005,1/1/2005,1/1/2005,,,503000000,,59562
American Samoa,American Samoa,ASM,American Samoa,American Samoa,East Asia & Pacific,1/1/2006,1/1/2006,1/1/2006,1/1/2006,,,496000000,,59107
American Samoa,American Samoa,ASM,American Samoa,American Samoa,East Asia & Pacific,1/1/2007,1/1/2007,1/1/2007,1/1/2007,,,520000000,,58365
American Samoa,American Samoa,ASM,American Samoa,American Samoa,East Asia & Pacific,1/1/2008,1/1/2008,1/1/2008,1/1/2008,,,563000000,,57492
American Samoa,American Samoa,ASM,American Samoa,American Samoa,East Asia & Pacific,1/1/2009,1/1/2009,1/1/2009,1/1/2009,,,678000000,,56683
American Samoa,American Samoa,ASM,American Samoa,American Samoa,East Asia & Pacific,1/1/2010,1/1/2010,1/1/2010,1/1/2010,,,576000000,,56079
American Samoa,American Samoa,ASM,American Samoa,American Samoa,East Asia & Pacific,1/1/2011,1/1/2011,1/1/2011,1/1/2011,,,574000000,,55759
Antigua and Barbuda,Antigua and Barbuda,ATG,Antigua and Barbuda,Antigua and Barbuda,Latin America & Caribbean,1/1/2000,1/1/2000,1/1/2000,1/1/2000,344.698,4.439238615,826370370,,76016
Antigua and Barbuda,Antigua and Barbuda,ATG,Antigua and Barbuda,Antigua and Barbuda,Latin America & Caribbean,1/1/2001,1/1/2001,1/1/2001,1/1/2001,344.698,4.364812845,800481482,,77212
Antigua and Barbuda,Antigua and Barbuda,ATG,Antigua and Barbuda,Antigua and Barbuda,Latin America & Caribbean,1/1/2002,1/1/2002,1/1/2002,1/1/2002,363.033,4.536211421,814381482,,78295
Antigua and Barbuda,Antigua and Barbuda,ATG,Antigua and Barbuda,Antigua and Barbuda,Latin America & Caribbean,1/1/2003,1/1/2003,1/1/2003,1/1/2003,388.702,4.804484327,856396296,,79300
Antigua and Barbuda,Antigua and Barbuda,ATG,Antigua and Barbuda,Antigua and Barbuda,Latin America & Caribbean,1/1/2004,1/1/2004,1/1/2004,1/1/2004,407.037,4.980995619,919729630,1680.442143,80336
Antigua and Barbuda,Antigua and Barbuda,ATG,Antigua and Barbuda,Antigua and Barbuda,Latin America & Caribbean,1/1/2005,1/1/2005,1/1/2005,1/1/2005,410.704,4.974311149,1022962963,1681.703799,81465
Antigua and Barbuda,Antigua and Barbuda,ATG,Antigua and Barbuda,Antigua and Barbuda,Latin America & Caribbean,1/1/2006,1/1/2006,1/1/2006,1/1/2006,425.372,5.096289552,1157662963,1729.057845,82704
Antigua and Barbuda,Antigua and Barbuda,ATG,Antigua and Barbuda,Antigua and Barbuda,Latin America & Caribbean,1/1/2007,1/1/2007,1/1/2007,1/1/2007,469.376,5.561524699,1312759259,1737.557423,84026
Antigua and Barbuda,Antigua and Barbuda,ATG,Antigua and Barbuda,Antigua and Barbuda,Latin America & Caribbean,1/1/2008,1/1/2008,1/1/2008,1/1/2008,480.377,5.628318688,1370070370,,85397
Antigua and Barbuda,Antigua and Barbuda,ATG,Antigua and Barbuda,Antigua and Barbuda,Latin America & Caribbean,1/1/2009,1/1/2009,1/1/2009,1/1/2009,509.713,5.906292005,1228329630,,86746
Antigua and Barbuda,Antigua and Barbuda,ATG,Antigua and Barbuda,Antigua and Barbuda,Latin America & Caribbean,1/1/2010,1/1/2010,1/1/2010,1/1/2010,524.381,6.011268671,1148700000,,88028
Antigua and Barbuda,Antigua and Barbuda,ATG,Antigua and Barbuda,Antigua and Barbuda,Latin America & Caribbean,1/1/2011,1/1/2011,1/1/2011,1/1/2011,513.38,5.823804338,1137637037,,89253
Australia,Australia,AUS,Australia,Australia,East Asia & Pacific,1/1/2000,1/1/2000,1/1/2000,1/1/2000,329479.95,17.202524409,415223000000,5644.064951,19153000
Australia,Australia,AUS,Australia,Australia,East Asia & Pacific,1/1/2001,1/1/2001,1/1/2001,1/1/2001,324877.865,16.735067481,378376000000,5446.973214,19413000
Australia,Australia,AUS,Australia,Australia,East Asia & Pacific,1/1/2002,1/1/2002,1/1/2002,1/1/2002,341390.366,17.372317799,394649000000,5569.640992,19651400
Australia,Australia,AUS,Australia,Australia,East Asia & Pacific,1/1/2003,1/1/2003,1/1/2003,1/1/2003,336355.575,16.906198166,466488000000,5568.764941,19895400
Australia,Australia,AUS,Australia,Australia,East Asia & Pacific,1/1/2004,1/1/2004,1/1/2004,1/1/2004,342776.492,17.030341326,612490000000,5598.088178,20127400
Australia,Australia,AUS,Australia,Australia,East Asia & Pacific,1/1/2005,1/1/2005,1/1/2005,1/1/2005,350268.173,17.174386265,693408000000,5564.087169,20394800
Australia,Australia,AUS,Australia,Australia,East Asia & Pacific,1/1/2006,1/1/2006,1/1/2006,1/1/2006,357946.871,17.293873823,746054000000,5709.344668,20697900
Australia,Australia,AUS,Australia,Australia,East Asia & Pacific,1/1/2007,1/1/2007,1/1/2007,1/1/2007,363795.736,17.467002247,853100000000,5868.347097,20827600
Australia,Australia,AUS,Australia,Australia,East Asia & Pacific,1/1/2008,1/1/2008,1/1/2008,1/1/2008,376197.53,17.704079683,1054000000000,5964.665776,21249200
Australia,Australia,AUS,Australia,Australia,East Asia & Pacific,1/1/2009,1/1/2009,1/1/2009,1/1/2009,382464.433,17.631833051,927805000000,5862.551944,21691700
Australia,Australia,AUS,Australia,Australia,East Asia & Pacific,1/1/2010,1/1/2010,1/1/2010,1/1/2010,368170.467,16.710904354,1146140000000,5793.116026,22031750
Australia,Australia,AUS,Australia,Australia,East Asia & Pacific,1/1/2011,1/1/2011,1/1/2011,1/1/2011,369039.546,16.519209917,1396650000000,5745.23219,22340024
Austria,Austria,AUT,Austria,Austria,Europe & Central Asia,1/1/2000,1/1/2000,1/1/2000,1/1/2000,62188.653,7.762359194,196800000000,3570.498826,8011566
Austria,Austria,AUT,Austria,Austria,Europe & Central Asia,1/1/2001,1/1/2001,1/1/2001,1/1/2001,65785.98,8.180002892,197338000000,3758.457569,8042293
Austria,Austria,AUT,Austria,Austria,Europe & Central Asia,1/1/2002,1/1/2002,1/1/2002,1/1/2002,66977.755,8.287318901,213378000000,3773.651728,8081957
Austria,Austria,AUT,Austria,Austria,Europe & Central Asia,1/1/2003,1/1/2003,1/1/2003,1/1/2003,72074.885,8.874662113,261696000000,3973.624327,8121423
Austria,Austria,AUT,Austria,Austria,Europe & Central Asia,1/1/2004,1/1/2004,1/1/2004,1/1/2004,72272.903,8.844004368,300904000000,4007.569904,8171966
Austria,Austria,AUT,Austria,Austria,Europe & Central Asia,1/1/2005,1/1/2005,1/1/2005,1/1/2005,74278.752,9.027746201,315974000000,4085.567651,8227829
Austria,Austria,AUT,Austria,Austria,Europe & Central Asia,1/1/2006,1/1/2006,1/1/2006,1/1/2006,72214.231,8.733506631,335999000000,4078.812226,8268641
Austria,Austria,AUT,Austria,Austria,Europe & Central Asia,1/1/2007,1/1/2007,1/1/2007,1/1/2007,69724.338,8.405092793,388691000000,4019.59017,8295487
Austria,Austria,AUT,Austria,Austria,Europe & Central Asia,1/1/2008,1/1/2008,1/1/2008,1/1/2008,68752.583,8.262046031,430294000000,4032.148426,8321496
Austria,Austria,AUT,Austria,Austria,Europe & Central Asia,1/1/2009,1/1/2009,1/1/2009,1/1/2009,63483.104,7.608851293,400172000000,3798.151168,8343323
Austria,Austria,AUT,Austria,Austria,Europe & Central Asia,1/1/2010,1/1/2010,1/1/2010,1/1/2010,67975.179,8.127692863,391893000000,4051.19602,8363404
Austria,Austria,AUT,Austria,Austria,Europe & Central Asia,1/1/2011,1/1/2011,1/1/2011,1/1/2011,65202.927,7.769983423,431120000000,3921.900515,8391643
Azerbaijan,Azerbaijan,AZE,Azerbaijan,Azerbaijan,Europe & Central Asia,1/1/2000,1/1/2000,1/1/2000,1/1/2000,29508.349,3.666271029,5272617196,1403.433268,8048600
Azerbaijan,Azerbaijan,AZE,Azerbaijan,Azerbaijan,Europe & Central Asia,1/1/2001,1/1/2001,1/1/2001,1/1/2001,28771.282,3.547105484,5707720391,1410.965455,8111200
Azerbaijan,Azerbaijan,AZE,Azerbaijan,Azerbaijan,Europe & Central Asia,1/1/2002,1/1/2002,1/1/2002,1/1/2002,29614.692,3.623944346,6235856820,1414.528111,8171950
Azerbaijan,Azerbaijan,AZE,Azerbaijan,Azerbaijan,Europe & Central Asia,1/1/2003,1/1/2003,1/1/2003,1/1/2003,30615.783,3.718169927,7276013032,1476.590884,8234100
Azerbaijan,Azerbaijan,AZE,Azerbaijan,Azerbaijan,Europe & Central Asia,1/1/2004,1/1/2004,1/1/2004,1/1/2004,32089.917,3.863229639,8680370408,1539.230121,8306500
Azerbaijan,Azerbaijan,AZE,Azerbaijan,Azerbaijan,Europe & Central Asia,1/1/2005,1/1/2005,1/1/2005,1/1/2005,34337.788,4.091801927,13245716099,1599.960676,8391850
Azerbaijan,Azerbaijan,AZE,Azerbaijan,Azerbaijan,Europe & Central Asia,1/1/2006,1/1/2006,1/1/2006,1/1/2006,39167.227,4.616299863,20982986344,1559.568746,8484550
Azerbaijan,Azerbaijan,AZE,Azerbaijan,Azerbaijan,Europe & Central Asia,1/1/2007,1/1/2007,1/1/2007,1/1/2007,30509.44,3.5553401,33050343783,1411.55734,8581300
Azerbaijan,Azerbaijan,AZE,Azerbaijan,Azerbaijan,Europe & Central Asia,1/1/2008,1/1/2008,1/1/2008,1/1/2008,35503.894,4.051383481,48852482960,1520.313919,8763400
Azerbaijan,Azerbaijan,AZE,Azerbaijan,Azerbaijan,Europe & Central Asia,1/1/2009,1/1/2009,1/1/2009,1/1/2009,31902.9,3.565668218,44291490421,1334.166178,8947243
Azerbaijan,Azerbaijan,AZE,Azerbaijan,Azerbaijan,Europe & Central Asia,1/1/2010,1/1/2010,1/1/2010,1/1/2010,30678.122,3.388225879,52902703376,1279.552594,9054332
Azerbaijan,Azerbaijan,AZE,Azerbaijan,Azerbaijan,Europe & Central Asia,1/1/2011,1/1/2011,1/1/2011,1/1/2011,33457.708,3.647379147,65951627200,1369.350999,9173082
Burundi,Burundi,BDI,Burundi,Burundi,Sub-Saharan Africa,1/1/2000,1/1/2000,1/1/2000,1/1/2000,289.693,0.042809203,870486066,,6378871
