Country,Country (totalpopulation),Country Code,Country Name,Country1,Region,Year,Year (Gdptotal),Year (totalpopulation),Year1,CO2 (kt),CO2 Per Capita (metric tons),current GDP,Energy use (kg of oil equivalent per capita),Population Total
"Congo, Rep.","Congo, Rep.",COG,"Congo, Rep.","Congo, Rep.",Sub-Saharan Africa,1/1/2002,1/1/2002,1/1/2002,1/1/2002,575.719,0.176770805,3034251042,242.134832,3310387
"Congo, Rep.","Congo, Rep.",COG,"Congo, Rep.","Congo, Rep.",Sub-Saharan Africa,1/1/2003,1/1/2003,1/1/2003,1/1/2003,916.75,0.275171061,3503723245,277.6529665,3406922
"Congo, Rep.","Congo, Rep.",COG,"Congo, Rep.","Congo, Rep.",Sub-Saharan Africa,1/1/2004,1/1/2004,1/1/2004,1/1/2004,949.753,0.278308394,4656975223,286.1379167,3510468
"Congo, Rep.","Congo, Rep.",COG,"Congo, Rep.","Congo, Rep.",Sub-Saharan Africa,1/1/2005,1/1/2005,1/1/2005,1/1/2005,1239.446,0.353815464,6650001214,299.9860604,3622775
"Congo, Rep.","Congo, Rep.",COG,"Congo, Rep.","Congo, Rep.",Sub-Saharan Africa,1/1/2006,1/1/2006,1/1/2006,1/1/2006,1118.435,0.31028035,8072305415,378.7737231,3745141
"Congo, Rep.","Congo, Rep.",COG,"Congo, Rep.","Congo, Rep.",Sub-Saharan Africa,1/1/2007,1/1/2007,1/1/2007,1/1/2007,1213.777,0.32666481,8782703767,325.0534878,3876119
"Congo, Rep.","Congo, Rep.",COG,"Congo, Rep.","Congo, Rep.",Sub-Saharan Africa,1/1/2008,1/1/2008,1/1/2008,1/1/2008,1309.119,0.34155941,11649858744,336.0904164,4011486
"Congo, Rep.","Congo, Rep.",COG,"Congo, Rep.","Congo, Rep.",Sub-Saharan Africa,1/1/2009,1/1/2009,1/1/2009,1/1/2009,1705.155,0.431598927,9723300391,371.3707585,4145391
"Congo, Rep.","Congo, Rep.",COG,"Congo, Rep.","Congo, Rep.",Sub-Saharan Africa,1/1/2010,1/1/2010,1/1/2010,1/1/2010,1925.175,0.473472226,13148395202,392.3676993,4273731
"Congo, Rep.","Congo, Rep.",COG,"Congo, Rep.","Congo, Rep.",Sub-Saharan Africa,1/1/2011,1/1/2011,1/1/2011,1/1/2011,2247.871,0.538098379,15655384440,508.0369178,4394844
Colombia,Colombia,COL,Colombia,Colombia,Latin America & Caribbean,1/1/2000,1/1/2000,1/1/2000,1/1/2000,57923.932,1.433620205,99886577331,651.3635831,39629965
Colombia,Colombia,COL,Colombia,Colombia,Latin America & Caribbean,1/1/2001,1/1/2001,1/1/2001,1/1/2001,56273.782,1.372902655,98211749596,638.598671,40255956
Colombia,Colombia,COL,Colombia,Colombia,Latin America & Caribbean,1/1/2002,1/1/2002,1/1/2002,1/1/2002,55661.393,1.33889957,97963003805,616.6066097,40875363
Colombia,Colombia,COL,Colombia,Colombia,Latin America & Caribbean,1/1/2003,1/1/2003,1/1/2003,1/1/2003,57421.553,1.362245036,94641378693,620.3289799,41483872
Colombia,Colombia,COL,Colombia,Colombia,Latin America & Caribbean,1/1/2004,1/1/2004,1/1/2004,1/1/2004,55071.006,1.28898988,117082000000,617.8999677,42075953
Colombia,Colombia,COL,Colombia,Colombia,Latin America & Caribbean,1/1/2005,1/1/2005,1/1/2005,1/1/2005,60945.54,1.407985319,145619000000,635.0563175,42647731
Colombia,Colombia,COL,Colombia,Colombia,Latin America & Caribbean,1/1/2006,1/1/2006,1/1/2006,1/1/2006,62940.388,1.435823423,161619000000,658.9185258,43200901
Colombia,Colombia,COL,Colombia,Colombia,Latin America & Caribbean,1/1/2007,1/1/2007,1/1/2007,1/1/2007,62430.675,1.406899642,206182000000,646.7975362,43737512
Colombia,Colombia,COL,Colombia,Colombia,Latin America & Caribbean,1/1/2008,1/1/2008,1/1/2008,1/1/2008,65158.923,1.451147307,242187000000,669.2489829,44254972
Colombia,Colombia,COL,Colombia,Colombia,Latin America & Caribbean,1/1/2009,1/1/2009,1/1/2009,1/1/2009,67432.463,1.484764251,232398000000,686.1075296,44750054
Colombia,Colombia,COL,Colombia,Colombia,Latin America & Caribbean,1/1/2010,1/1/2010,1/1/2010,1/1/2010,78583.81,1.711390678,286563000000,689.9796936,45222699
Colombia,Colombia,COL,Colombia,Colombia,Latin America & Caribbean,1/1/2011,1/1/2011,1/1/2011,1/1/2011,72423.25,1.560629099,334944000000,684.402386,45662747
Comoros,Comoros,COM,Comoros,Comoros,Sub-Saharan Africa,1/1/2000,1/1/2000,1/1/2000,1/1/2000,84.341,0.153992361,350264288,,542357
Comoros,Comoros,COM,Comoros,Comoros,Sub-Saharan Africa,1/1/2001,1/1/2001,1/1/2001,1/1/2001,88.008,0.156730333,378512003,,555888
Comoros,Comoros,COM,Comoros,Comoros,Sub-Saharan Africa,1/1/2002,1/1/2002,1/1/2002,1/1/2002,91.675,0.159316196,425964697,,569479
Comoros,Comoros,COM,Comoros,Comoros,Sub-Saharan Africa,1/1/2003,1/1/2003,1/1/2003,1/1/2003,99.009,0.167954198,546885185,,583211
Comoros,Comoros,COM,Comoros,Comoros,Sub-Saharan Africa,1/1/2004,1/1/2004,1/1/2004,1/1/2004,102.676,0.170030255,633706149,56.9296818,597228
Comoros,Comoros,COM,Comoros,Comoros,Sub-Saharan Africa,1/1/2005,1/1/2005,1/1/2005,1/1/2005,110.01,0.177827852,653845123,60.49438628,611627
Comoros,Comoros,COM,Comoros,Comoros,Sub-Saharan Africa,1/1/2006,1/1/2006,1/1/2006,1/1/2006,121.011,0.190925098,698431828,67.04713254,626425
Comoros,Comoros,COM,Comoros,Comoros,Sub-Saharan Africa,1/1/2007,1/1/2007,1/1/2007,1/1/2007,117.344,0.180694914,795673129,63.90075122,641620
Comoros,Comoros,COM,Comoros,Comoros,Sub-Saharan Africa,1/1/2008,1/1/2008,1/1/2008,1/1/2008,121.011,0.181858212,915659193,,657229
Comoros,Comoros,COM,Comoros,Comoros,Sub-Saharan Africa,1/1/2009,1/1/2009,1/1/2009,1/1/2009,121.011,0.177475819,905341091,,673252
Comoros,Comoros,COM,Comoros,Comoros,Sub-Saharan Africa,1/1/2010,1/1/2010,1/1/2010,1/1/2010,132.012,0.188940811,907978724,,689692
Comoros,Comoros,COM,Comoros,Comoros,Sub-Saharan Africa,1/1/2011,1/1/2011,1/1/2011,1/1/2011,157.681,0.220233473,1023086184,,706569
Cabo Verde,Cabo Verde,CPV,Cabo Verde,Cabo Verde,Sub-Saharan Africa,1/1/2000,1/1/2000,1/1/2000,1/1/2000,187.017,0.426262203,539227278,,428188
Cabo Verde,Cabo Verde,CPV,Cabo Verde,Cabo Verde,Sub-Saharan Africa,1/1/2001,1/1/2001,1/1/2001,1/1/2001,209.019,0.467230869,563024383,,435709
Cabo Verde,Cabo Verde,CPV,Cabo Verde,Cabo Verde,Sub-Saharan Africa,1/1/2002,1/1/2002,1/1/2002,1/1/2002,245.689,0.539506276,620974660,,442951
Cabo Verde,Cabo Verde,CPV,Cabo Verde,Cabo Verde,Sub-Saharan Africa,1/1/2003,1/1/2003,1/1/2003,1/1/2003,253.023,0.546869833,813963830,,449930
Cabo Verde,Cabo Verde,CPV,Cabo Verde,Cabo Verde,Sub-Saharan Africa,1/1/2004,1/1/2004,1/1/2004,1/1/2004,264.024,0.562968965,924318491,194.9117094,456617
Cabo Verde,Cabo Verde,CPV,Cabo Verde,Cabo Verde,Sub-Saharan Africa,1/1/2005,1/1/2005,1/1/2005,1/1/2005,293.36,0.618610614,971977088,213.8081169,463032
Cabo Verde,Cabo Verde,CPV,Cabo Verde,Cabo Verde,Sub-Saharan Africa,1/1/2006,1/1/2006,1/1/2006,1/1/2006,308.028,0.644052983,1107891063,217.4052049,469170
Cabo Verde,Cabo Verde,CPV,Cabo Verde,Cabo Verde,Sub-Saharan Africa,1/1/2007,1/1/2007,1/1/2007,1/1/2007,370.367,0.769548992,1513933983,216.8147181,475060
Cabo Verde,Cabo Verde,CPV,Cabo Verde,Cabo Verde,Sub-Saharan Africa,1/1/2008,1/1/2008,1/1/2008,1/1/2008,286.026,0.591177784,1789333749,,480842
Cabo Verde,Cabo Verde,CPV,Cabo Verde,Cabo Verde,Sub-Saharan Africa,1/1/2009,1/1/2009,1/1/2009,1/1/2009,304.361,0.625391176,1711817182,,486671
Cabo Verde,Cabo Verde,CPV,Cabo Verde,Cabo Verde,Sub-Saharan Africa,1/1/2010,1/1/2010,1/1/2010,1/1/2010,293.36,0.598231164,1664310770,,492654
Cabo Verde,Cabo Verde,CPV,Cabo Verde,Cabo Verde,Sub-Saharan Africa,1/1/2011,1/1/2011,1/1/2011,1/1/2011,425.372,0.859061433,1865915544,,498856
Costa Rica,Costa Rica,CRI,Costa Rica,Costa Rica,Latin America & Caribbean,1/1/2000,1/1/2000,1/1/2000,1/1/2000,5474.831,1.394701499,14949514493,725.2181269,3962372
Costa Rica,Costa Rica,CRI,Costa Rica,Costa Rica,Latin America & Caribbean,1/1/2001,1/1/2001,1/1/2001,1/1/2001,5760.857,1.441367344,15913363441,716.5840289,4034074
Costa Rica,Costa Rica,CRI,Costa Rica,Costa Rica,Latin America & Caribbean,1/1/2002,1/1/2002,1/1/2002,1/1/2002,6325.575,1.556793302,16504795593,741.5917141,4100925
Costa Rica,Costa Rica,CRI,Costa Rica,Costa Rica,Latin America & Caribbean,1/1/2003,1/1/2003,1/1/2003,1/1/2003,6626.269,1.605990591,17196009811,783.8896383,4164053
Costa Rica,Costa Rica,CRI,Costa Rica,Costa Rica,Latin America & Caribbean,1/1/2004,1/1/2004,1/1/2004,1/1/2004,6930.63,1.655258048,18528955525,915.2341157,4225155
Costa Rica,Costa Rica,CRI,Costa Rica,Costa Rica,Latin America & Caribbean,1/1/2005,1/1/2005,1/1/2005,1/1/2005,6868.291,1.616889089,19948261084,902.0485815,4285502
Costa Rica,Costa Rica,CRI,Costa Rica,Costa Rica,Latin America & Caribbean,1/1/2006,1/1/2006,1/1/2006,1/1/2006,7099.312,1.647634719,22602721765,962.5568301,4345412
Costa Rica,Costa Rica,CRI,Costa Rica,Costa Rica,Latin America & Caribbean,1/1/2007,1/1/2007,1/1/2007,1/1/2007,8122.405,1.85890149,26743972564,1023.571571,4404628
Costa Rica,Costa Rica,CRI,Costa Rica,Costa Rica,Latin America & Caribbean,1/1/2008,1/1/2008,1/1/2008,1/1/2008,8327.757,1.880064504,30612927059,1027.498894,4463125
Costa Rica,Costa Rica,CRI,Costa Rica,Costa Rica,Latin America & Caribbean,1/1/2009,1/1/2009,1/1/2009,1/1/2009,7601.691,1.693682921,30562361123,1008.884386,4520740
Costa Rica,Costa Rica,CRI,Costa Rica,Costa Rica,Latin America & Caribbean,1/1/2010,1/1/2010,1/1/2010,1/1/2010,7568.688,1.665177867,37268614024,1015.012743,4577378
Costa Rica,Costa Rica,CRI,Costa Rica,Costa Rica,Latin America & Caribbean,1/1/2011,1/1/2011,1/1/2011,1/1/2011,7843.713,1.704974495,42262697840,1004.728598,4633086
Cuba,Cuba,CUB,Cuba,Cuba,Latin America & Caribbean,1/1/2000,1/1/2000,1/1/2000,1/1/2000,26083.371,2.346304827,30565400000,1144.784715,11126430
Cuba,Cuba,CUB,Cuba,Cuba,Latin America & Caribbean,1/1/2001,1/1/2001,1/1/2001,1/1/2001,25452.647,2.282447286,31682400000,1114.664951,11164667
Cuba,Cuba,CUB,Cuba,Cuba,Latin America & Caribbean,1/1/2002,1/1/2002,1/1/2002,1/1/2002,26090.705,2.332747256,33590500000,1035.417621,11199651
Cuba,Cuba,CUB,Cuba,Cuba,Latin America & Caribbean,1/1/2003,1/1/2003,1/1/2003,1/1/2003,25485.65,2.272494018,35901200000,1027.57075,11229183
Cuba,Cuba,CUB,Cuba,Cuba,Latin America & Caribbean,1/1/2004,1/1/2004,1/1/2004,1/1/2004,25005.273,2.224533836,38203000000,1002.436543,11250365
Cuba,Cuba,CUB,Cuba,Cuba,Latin America & Caribbean,1/1/2005,1/1/2005,1/1/2005,1/1/2005,26006.364,2.309408038,42643836100,947.4352715,11261582
Cuba,Cuba,CUB,Cuba,Cuba,Latin America & Caribbean,1/1/2006,1/1/2006,1/1/2006,1/1/2006,27407.158,2.430747165,52742800000,945.9763252,11261248
Cuba,Cuba,CUB,Cuba,Cuba,Latin America & Caribbean,1/1/2007,1/1/2007,1/1/2007,1/1/2007,26794.769,2.374571685,58603900000,901.335529,11251122
Cuba,Cuba,CUB,Cuba,Cuba,Latin America & Caribbean,1/1/2008,1/1/2008,1/1/2008,1/1/2008,30443.434,2.696438401,60806300000,958.2083998,11236971
Cuba,Cuba,CUB,Cuba,Cuba,Latin America & Caribbean,1/1/2009,1/1/2009,1/1/2009,1/1/2009,29897.051,2.646355786,62080000000,1016.655193,11226709
Cuba,Cuba,CUB,Cuba,Cuba,Latin America & Caribbean,1/1/2010,1/1/2010,1/1/2010,1/1/2010,38360.487,3.392291813,64328000000,1099.502825,11225832
Cuba,Cuba,CUB,Cuba,Cuba,Latin America & Caribbean,1/1/2011,1/1/2011,1/1/2011,1/1/2011,35921.932,3.172315091,68990000000,1032.819599,11236670
Curacao,Curacao,CUW,Curacao,Curacao,Latin America & Caribbean,1/1/2000,1/1/2000,1/1/2000,1/1/2000,,,,15720.11056,133860
Curacao,Curacao,CUW,Curacao,Curacao,Latin America & Caribbean,1/1/2001,1/1/2001,1/1/2001,1/1/2001,,,,16994.13392,129047
Curacao,Curacao,CUW,Curacao,Curacao,Latin America & Caribbean,1/1/2002,1/1/2002,1/1/2002,1/1/2002,,,,16662.99292,129205
Curacao,Curacao,CUW,Curacao,Curacao,Latin America & Caribbean,1/1/2003,1/1/2003,1/1/2003,1/1/2003,,,,15566.69219,131897
Curacao,Curacao,CUW,Curacao,Curacao,Latin America & Caribbean,1/1/2004,1/1/2004,1/1/2004,1/1/2004,,,,16180.823,134192
Curacao,Curacao,CUW,Curacao,Curacao,Latin America & Caribbean,1/1/2005,1/1/2005,1/1/2005,1/1/2005,,,,15178.82724,137658
Curacao,Curacao,CUW,Curacao,Curacao,Latin America & Caribbean,1/1/2006,1/1/2006,1/1/2006,1/1/2006,,,,14581.1072,141239
Curacao,Curacao,CUW,Curacao,Curacao,Latin America & Caribbean,1/1/2007,1/1/2007,1/1/2007,1/1/2007,,,,16222.45516,144056
Curacao,Curacao,CUW,Curacao,Curacao,Latin America & Caribbean,1/1/2008,1/1/2008,1/1/2008,1/1/2008,,,,15326.48752,145880
Curacao,Curacao,CUW,Curacao,Curacao,Latin America & Caribbean,1/1/2009,1/1/2009,1/1/2009,1/1/2009,,,,15608.494,146833
Curacao,Curacao,CUW,Curacao,Curacao,Latin America & Caribbean,1/1/2010,1/1/2010,1/1/2010,1/1/2010,,,,13710.07982,148703
Curacao,Curacao,CUW,Curacao,Curacao,Latin America & Caribbean,1/1/2011,1/1/2011,1/1/2011,1/1/2011,,,3038699609,16064.05182,150831
Cayman Islands,Cayman Islands,CYM,Cayman Islands,Cayman Islands,Latin America & Caribbean,1/1/2000,1/1/2000,1/1/2000,1/1/2000,454.708,10.908192395,,,42303
Cayman Islands,Cayman Islands,CYM,Cayman Islands,Cayman Islands,Latin America & Caribbean,1/1/2001,1/1/2001,1/1/2001,1/1/2001,454.708,10.497218182,,,43935
Cayman Islands,Cayman Islands,CYM,Cayman Islands,Cayman Islands,Latin America & Caribbean,1/1/2002,1/1/2002,1/1/2002,1/1/2002,469.376,10.490724599,,,45351
Cayman Islands,Cayman Islands,CYM,Cayman Islands,Cayman Islands,Latin America & Caribbean,1/1/2003,1/1/2003,1/1/2003,1/1/2003,480.377,10.435718631,,,46632
Cayman Islands,Cayman Islands,CYM,Cayman Islands,Cayman Islands,Latin America & Caribbean,1/1/2004,1/1/2004,1/1/2004,1/1/2004,462.042,9.768536333,,,47902
Cayman Islands,Cayman Islands,CYM,Cayman Islands,Cayman Islands,Latin America & Caribbean,1/1/2005,1/1/2005,1/1/2005,1/1/2005,480.377,9.879624869,,,49261
Cayman Islands,Cayman Islands,CYM,Cayman Islands,Cayman Islands,Latin America & Caribbean,1/1/2006,1/1/2006,1/1/2006,1/1/2006,484.044,9.675461741,4200439499,,50740
Cayman Islands,Cayman Islands,CYM,Cayman Islands,Cayman Islands,Latin America & Caribbean,1/1/2007,1/1/2007,1/1/2007,1/1/2007,583.053,11.325815851,4466438823,,52280
Cayman Islands,Cayman Islands,CYM,Cayman Islands,Cayman Islands,Latin America & Caribbean,1/1/2008,1/1/2008,1/1/2008,1/1/2008,594.054,11.224449693,4586114070,,53836
Cayman Islands,Cayman Islands,CYM,Cayman Islands,Cayman Islands,Latin America & Caribbean,1/1/2009,1/1/2009,1/1/2009,1/1/2009,561.051,10.335285991,4281868766,,55322
Cayman Islands,Cayman Islands,CYM,Cayman Islands,Cayman Islands,Latin America & Caribbean,1/1/2010,1/1/2010,1/1/2010,1/1/2010,564.718,10.173449351,4156990816,,56672
Cayman Islands,Cayman Islands,CYM,Cayman Islands,Cayman Islands,Latin America & Caribbean,1/1/2011,1/1/2011,1/1/2011,1/1/2011,583.053,10.304931071,4186223865,,57878
Cyprus,Cyprus,CYP,Cyprus,Cyprus,Europe & Central Asia,1/1/2000,1/1/2000,1/1/2000,1/1/2000,6849.956,7.261794131,9985844486,2265.407245,943290
Cyprus,Cyprus,CYP,Cyprus,Cyprus,Europe & Central Asia,1/1/2001,1/1/2001,1/1/2001,1/1/2001,6846.289,7.120558679,10397897086,2201.695138,960276
Cyprus,Cyprus,CYP,Cyprus,Cyprus,Europe & Central Asia,1/1/2002,1/1/2002,1/1/2002,1/1/2002,7022.305,7.166472936,11420227885,2193.681651,976964
Cyprus,Cyprus,CYP,Cyprus,Cyprus,Europe & Central Asia,1/1/2003,1/1/2003,1/1/2003,1/1/2003,7748.371,7.762732054,14547325028,2346.799347,993563
Cyprus,Cyprus,CYP,Cyprus,Cyprus,Europe & Central Asia,1/1/2004,1/1/2004,1/1/2004,1/1/2004,7334,7.219733281,17320552500,2161.637675,1010408
Cyprus,Cyprus,CYP,Cyprus,Cyprus,Europe & Central Asia,1/1/2005,1/1/2005,1/1/2005,1/1/2005,7502.682,7.265914897,18433411267,2159.594302,1027662
Cyprus,Cyprus,CYP,Cyprus,Cyprus,Europe & Central Asia,1/1/2006,1/1/2006,1/1/2006,1/1/2006,7788.708,7.429896031,20072786351,2207.928785,1045507
Cyprus,Cyprus,CYP,Cyprus,Cyprus,Europe & Central Asia,1/1/2007,1/1/2007,1/1/2007,1/1/2007,8188.411,7.702824917,23968764030,2292.2245,1063713
Cyprus,Cyprus,CYP,Cyprus,Cyprus,Europe & Central Asia,1/1/2008,1/1/2008,1/1/2008,1/1/2008,8540.443,7.929771311,27844698989,2388.589477,1081563
Cyprus,Cyprus,CYP,Cyprus,Cyprus,Europe & Central Asia,1/1/2009,1/1/2009,1/1/2009,1/1/2009,8111.404,7.438338502,25945391775,2299.796099,1098083
Cyprus,Cyprus,CYP,Cyprus,Cyprus,Europe & Central Asia,1/1/2010,1/1/2010,1/1/2010,1/1/2010,7708.034,6.983907546,25732432719,2195.337638,1112612
Cyprus,Cyprus,CYP,Cyprus,Cyprus,Europe & Central Asia,1/1/2011,1/1/2011,1/1/2011,1/1/2011,7521.017,6.735375823,27565469098,2105.256514,1124833
Czech Republic,Czech Republic,CZE,Czech Republic,Czech Republic,Europe & Central Asia,1/1/2000,1/1/2000,1/1/2000,1/1/2000,123684.243,12.060797969,61828166496,3988.038494,10255063
Czech Republic,Czech Republic,CZE,Czech Republic,Czech Republic,Europe & Central Asia,1/1/2001,1/1/2001,1/1/2001,1/1/2001,123548.564,12.092917755,67808032980,4111.152482,10216605
Czech Republic,Czech Republic,CZE,Czech Republic,Czech Republic,Europe & Central Asia,1/1/2002,1/1/2002,1/1/2002,1/1/2002,119551.534,11.724283499,82196001051,4163.450106,10196916
Czech Republic,Czech Republic,CZE,Czech Republic,Czech Republic,Europe & Central Asia,1/1/2003,1/1/2003,1/1/2003,1/1/2003,121700.396,11.938436323,100090000000,4357.572662,10193998
Czech Republic,Czech Republic,CZE,Czech Republic,Czech Republic,Europe & Central Asia,1/1/2004,1/1/2004,1/1/2004,1/1/2004,116320.907,11.40725261,119814000000,4460.259931,10197101
Czech Republic,Czech Republic,CZE,Czech Republic,Czech Republic,Europe & Central Asia,1/1/2005,1/1/2005,1/1/2005,1/1/2005,120108.918,11.762450035,137143000000,4400.878113,10211216
Czech Republic,Czech Republic,CZE,Czech Republic,Czech Republic,Europe & Central Asia,1/1/2006,1/1/2006,1/1/2006,1/1/2006,122162.438,11.931201432,156264000000,4491.516134,10238905
Czech Republic,Czech Republic,CZE,Czech Republic,Czech Republic,Europe & Central Asia,1/1/2007,1/1/2007,1/1/2007,1/1/2007,123321.21,11.974295522,190184000000,4468.960352,10298828
Czech Republic,Czech Republic,CZE,Czech Republic,Czech Republic,Europe & Central Asia,1/1/2008,1/1/2008,1/1/2008,1/1/2008,116724.277,11.240128968,236816000000,4330.712691,10384603
Czech Republic,Czech Republic,CZE,Czech Republic,Czech Republic,Europe & Central Asia,1/1/2009,1/1/2009,1/1/2009,1/1/2009,107626.45,10.30516177,207434000000,4034.74351,10443936
Czech Republic,Czech Republic,CZE,Czech Republic,Czech Republic,Europe & Central Asia,1/1/2010,1/1/2010,1/1/2010,1/1/2010,111168.772,10.61336839,209070000000,4237.896741,10474410
Czech Republic,Czech Republic,CZE,Czech Republic,Czech Republic,Europe & Central Asia,1/1/2011,1/1/2011,1/1/2011,1/1/2011,109485.619,10.431088135,229563000000,4077.356059,10496088
Germany,Germany,DEU,Germany,Germany,Europe & Central Asia,1/1/2000,1/1/2000,1/1/2000,1/1/2000,829977.779,10.095639883,1943150000000,4094.06036,82211508
Germany,Germany,DEU,Germany,Germany,Europe & Central Asia,1/1/2001,1/1/2001,1/1/2001,1/1/2001,853662.932,10.366286697,1944110000000,4209.796087,82349925
Germany,Germany,DEU,Germany,Germany,Europe & Central Asia,1/1/2002,1/1/2002,1/1/2002,1/1/2002,828771.336,10.047114279,2068620000000,4108.401299,82488495
Germany,Germany,DEU,Germany,Germany,Europe & Central Asia,1/1/2003,1/1/2003,1/1/2003,1/1/2003,823391.847,9.976374478,2496130000000,4084.503346,82534176
Germany,Germany,DEU,Germany,Germany,Europe & Central Asia,1/1/2004,1/1/2004,1/1/2004,1/1/2004,817711.664,9.909703421,2809190000000,4114.389928,82516260
Germany,Germany,DEU,Germany,Germany,Europe & Central Asia,1/1/2005,1/1/2005,1/1/2005,1/1/2005,797279.14,9.667572788,2845800000000,4086.503407,82469422
Germany,Germany,DEU,Germany,Germany,Europe & Central Asia,1/1/2006,1/1/2006,1/1/2006,1/1/2006,805845.252,9.782471109,2992200000000,4204.654689,82376451
Germany,Germany,DEU,Germany,Germany,Europe & Central Asia,1/1/2007,1/1/2007,1/1/2007,1/1/2007,780627.293,9.489020532,3421230000000,3985.811955,82266372
Germany,Germany,DEU,Germany,Germany,Europe & Central Asia,1/1/2008,1/1/2008,1/1/2008,1/1/2008,782152.765,9.525658763,3730030000000,4036.830781,82110097
Germany,Germany,DEU,Germany,Germany,Europe & Central Asia,1/1/2009,1/1/2009,1/1/2009,1/1/2009,721064.212,8.803954839,3397790000000,3790.501152,81902307
Germany,Germany,DEU,Germany,Germany,Europe & Central Asia,1/1/2010,1/1/2010,1/1/2010,1/1/2010,750697.239,9.179816838,3396350000000,3997.079421,81776930
Germany,Germany,DEU,Germany,Germany,Europe & Central Asia,1/1/2011,1/1/2011,1/1/2011,1/1/2011,729457.975,8.917832846,3744410000000,3869.816229,80274983
Djibouti,Djibouti,DJI,Djibouti,Djibouti,Middle East & North Africa,1/1/2000,1/1/2000,1/1/2000,1/1/2000,363.033,0.502424705,551230862,,717584
Djibouti,Djibouti,DJI,Djibouti,Djibouti,Middle East & North Africa,1/1/2001,1/1/2001,1/1/2001,1/1/2001,326.363,0.444582938,572417441,,733015
Djibouti,Djibouti,DJI,Djibouti,Djibouti,Middle East & North Africa,1/1/2002,1/1/2002,1/1/2002,1/1/2002,407.037,0.546021981,591122040,,746942
Djibouti,Djibouti,DJI,Djibouti,Djibouti,Middle East & North Africa,1/1/2003,1/1/2003,1/1/2003,1/1/2003,429.039,0.567019888,622044666,,759641
Djibouti,Djibouti,DJI,Djibouti,Djibouti,Middle East & North Africa,1/1/2004,1/1/2004,1/1/2004,1/1/2004,410.704,0.535018837,666072102,172.368433,771603
Djibouti,Djibouti,DJI,Djibouti,Djibouti,Middle East & North Africa,1/1/2005,1/1/2005,1/1/2005,1/1/2005,421.705,0.54175456,708633195,177.4647815,783254
Djibouti,Djibouti,DJI,Djibouti,Djibouti,Middle East & North Africa,1/1/2006,1/1/2006,1/1/2006,1/1/2006,418.038,0.529872323,768873684,179.9731425,794563
Djibouti,Djibouti,DJI,Djibouti,Djibouti,Middle East & North Africa,1/1/2007,1/1/2007,1/1/2007,1/1/2007,462.042,0.578051792,847918929,177.5402849,805451
Djibouti,Djibouti,DJI,Djibouti,Djibouti,Middle East & North Africa,1/1/2008,1/1/2008,1/1/2008,1/1/2008,498.712,0.615968351,999105339,,816358
Djibouti,Djibouti,DJI,Djibouti,Djibouti,Middle East & North Africa,1/1/2009,1/1/2009,1/1/2009,1/1/2009,462.042,0.563399208,1049110685,,827823
Djibouti,Djibouti,DJI,Djibouti,Djibouti,Middle East & North Africa,1/1/2010,1/1/2010,1/1/2010,1/1/2010,517.047,0.622346841,1128611700,,840198
Djibouti,Djibouti,DJI,Djibouti,Djibouti,Middle East & North Africa,1/1/2011,1/1/2011,1/1/2011,1/1/2011,473.043,0.561940931,1239144502,,853674
Dominica,Dominica,DMA,Dominica,Dominica,Latin America & Caribbean,1/1/2000,1/1/2000,1/1/2000,1/1/2000,102.676,1.473557313,333468889,,69650
Dominica,Dominica,DMA,Dominica,Dominica,Latin America & Caribbean,1/1/2001,1/1/2001,1/1/2001,1/1/2001,113.677,1.631883434,340205074,,69661
Dominica,Dominica,DMA,Dominica,Dominica,Latin America & Caribbean,1/1/2002,1/1/2002,1/1/2002,1/1/2002,102.676,1.470876429,333195185,,69837
Dominica,Dominica,DMA,Dominica,Dominica,Latin America & Caribbean,1/1/2003,1/1/2003,1/1/2003,1/1/2003,113.677,1.622612692,343310667,,70100
Dominica,Dominica,DMA,Dominica,Dominica,Latin America & Caribbean,1/1/2004,1/1/2004,1/1/2004,1/1/2004,110.01,1.564308567,367199111,554.1189509,70382
Dominica,Dominica,DMA,Dominica,Dominica,Latin America & Caribbean,1/1/2005,1/1/2005,1/1/2005,1/1/2005,113.677,1.611479686,364255074,580.827041,70589
Dominica,Dominica,DMA,Dominica,Dominica,Latin America & Caribbean,1/1/2006,1/1/2006,1/1/2006,1/1/2006,110.01,1.556231433,390250148,593.9081988,70718
Dominica,Dominica,DMA,Dominica,Dominica,Latin America & Caribbean,1/1/2007,1/1/2007,1/1/2007,1/1/2007,150.347,2.123695176,421375852,607.3875274,70795
Dominica,Dominica,DMA,Dominica,Dominica,Latin America & Caribbean,1/1/2008,1/1/2008,1/1/2008,1/1/2008,128.345,1.81071091,458190185,,70827
Dominica,Dominica,DMA,Dominica,Dominica,Latin America & Caribbean,1/1/2009,1/1/2009,1/1/2009,1/1/2009,128.345,1.807803366,489074333,,70851
Dominica,Dominica,DMA,Dominica,Dominica,Latin America & Caribbean,1/1/2010,1/1/2010,1/1/2010,1/1/2010,135.679,1.906487557,493825926,,70878
Dominica,Dominica,DMA,Dominica,Dominica,Latin America & Caribbean,1/1/2011,1/1/2011,1/1/2011,1/1/2011,124.678,1.746141565,501025926,,70916
Denmark,Denmark,DNK,Denmark,Denmark,Europe & Central Asia,1/1/2000,1/1/2000,1/1/2000,1/1/2000,51330.666,9.613175554,164159000000,3489.614796,5339616
